num,ms,up,down,left,right
947,3018,53,79,74,47
948,3018,42,67,73,48
949,3018,39,62,65,43
950,3018,37,61,60,40
951,3018,38,59,52,37
952,3104,34,55,58,39
953,3104,31,48,50,33
954,3104,29,46,46,31
955,3104,25,44,43,27
956,3104,24,41,42,27
957,3104,20,38,37,25
958,3104,21,34,34,23
959,3104,20,33,35,21
960,3104,18,32,32,23
961,3104,11,23,31,21
962,3104,11,25,33,20
963,3104,16,27,23,14
964,3104,14,25,26,17
965,3104,13,22,24,15
966,3104,13,22,25,15
967,3104,10,17,25,14
968,3104,11,16,23,17
969,3104,9,17,18,11
970,3104,12,17,14,6
971,3104,10,17,11,5
972,3104,11,16,18,12
973,3104,11,12,11,5
974,3104,9,13,14,9
975,3104,1,3,11,4
976,3104,10,11,11,6
977,3104,9,9,14,7
978,3104,6,6,10,9
979,3186,9,11,11,6
980,3186,9,10,8,4
981,3186,8,9,11,6
982,3186,7,6,8,4
983,3186,8,8,7,5
984,3186,7,7,6,5
985,3186,6,6,7,7
986,3186,6,4,6,5
987,3186,5,4,7,7
988,3186,1,0,6,4
989,3186,7,4,4,3
990,3186,10,3,1,3
991,3186,6,6,5,6
992,3186,3,0,4,7
993,3186,5,4,2,4
994,3186,9,7,7,6
995,3186,4,1,4,4
996,3186,6,4,0,4
997,3186,4,2,2,3
998,3186,7,6,2,6
999,3186,7,4,1,4
1000,3186,4,3,2,4
1001,3186,5,3,5,7
1002,3186,5,0,5,10
1003,3186,4,0,4,7
1004,3186,7,3,0,2
1005,3266,5,3,0,3
1006,3266,4,2,1,6
1007,3266,4,0,2,5
1008,3266,4,1,0,6
1009,3266,6,3,2,5
1010,3266,4,3,2,4
1011,3266,6,2,2,5
1012,3266,4,2,2,4
1013,3266,3,2,4,8
1014,3266,5,3,4,7
1015,3266,2,1,0,4
1016,3266,1,0,5,10
1017,3266,8,4,0,3
1018,3266,6,4,1,4
1019,3266,2,0,2,8
1020,3266,8,5,1,4
1021,3266,5,3,2,5
1022,3266,5,3,0,4
1023,3266,4,4,2,7
1024,3266,6,2,6,8
1025,3266,6,2,4,6
1026,3266,5,1,0,4
1027,3266,9,3,3,4
1028,3266,5,5,3,5
1029,3266,10,7,0,4
1030,3345,5,2,0,3
1031,3345,4,2,2,7
1032,3345,6,2,3,4
1033,3345,5,2,2,7
1034,3345,6,3,2,4
1035,3345,6,2,0,6
1036,3345,4,1,1,7
1037,3345,7,3,4,6
1038,3345,2,0,1,3
1039,3345,7,0,2,4
1040,3345,4,3,4,6
1041,3345,1,0,1,6
1042,3345,9,4,1,3
1043,3345,3,0,4,4
1044,3345,5,3,3,6
1045,3345,7,7,2,5
1046,3345,5,0,1,4
1047,3345,6,4,3,6
1048,3345,7,4,1,3
1049,3345,2,0,0,2
1050,3345,3,0,3,5
1051,3345,4,0,4,7
1052,3345,5,2,0,4
1053,3345,8,4,3,7
1054,3345,5,3,2,5
1055,3427,6,3,3,6
1056,3427,6,2,3,7
1057,3427,4,3,3,6
1058,3427,5,0,1,4
1059,3427,4,3,1,4
1060,3427,4,1,2,4
1061,3427,4,1,5,9
1062,3427,4,2,3,8
1063,3427,5,2,2,5
1064,3427,4,0,4,6
1065,3427,3,1,2,6
1066,3427,4,1,2,4
