num,ms,up,down,left,right
180,549,5,2,1,5
181,549,4,0,1,6
182,549,5,4,2,4
183,564,3,0,1,5
184,564,6,0,1,3
185,564,6,3,1,5
186,564,5,2,2,5
187,564,4,2,0,4
188,580,5,3,0,3
189,580,5,3,0,5
190,580,7,2,2,4
191,580,4,0,1,4
192,580,4,0,0,2
193,594,8,4,1,3
194,594,5,2,3,3
195,594,4,0,0,4
196,594,4,2,2,4
197,609,6,3,1,4
198,609,4,2,0,3
199,609,4,1,0,4
200,609,6,3,4,6
201,609,6,3,3,6
202,625,5,2,1,4
203,625,4,1,1,6
204,625,5,0,3,5
205,625,4,1,1,5
206,625,5,2,2,3
207,640,7,3,0,3
208,640,3,4,3,4
209,640,5,3,5,5
210,640,4,0,3,6
211,640,6,1,1,6
212,656,6,2,4,5
213,656,3,1,1,4
214,656,6,3,1,5
215,656,4,2,2,6
216,656,3,0,2,3
217,672,6,1,1,3
218,672,3,3,1,4
219,672,5,0,0,4
220,672,4,2,3,5
221,672,4,2,3,6
222,688,4,1,1,3
223,688,8,2,4,6
224,688,5,0,2,5
225,688,2,2,1,5
226,688,3,2,0,1
227,703,4,1,0,6
228,703,5,3,0,6
229,703,6,1,0,3
230,703,6,1,2,3
231,703,4,1,2,5
232,718,5,2,1,7
233,718,4,0,2,4
234,718,5,4,2,4
235,718,4,0,2,5
236,733,3,1,2,7
237,733,3,1,1,5
238,733,5,2,3,3
239,733,4,0,2,5
240,733,6,2,2,4
241,749,7,3,3,7
242,749,7,4,2,7
243,749,5,2,0,3
244,749,4,0,1,3
245,749,4,1,0,3
246,764,5,2,0,2
247,764,5,3,1,4
248,764,4,0,2,6
249,764,5,0,3,8
250,764,4,0,2,4
251,780,6,2,1,4
252,780,7,2,2,4
253,780,6,2,3,6
254,780,4,0,3,8
255,780,4,2,2,6
256,796,4,0,0,3
257,796,3,0,1,4
258,796,4,0,1,4
259,796,8,5,3,8
260,796,4,1,0,4
261,811,4,3,1,3
262,811,5,3,1,5
263,811,4,0,1,6
264,811,4,1,0,3
265,811,3,0,0,3
266,827,5,0,2,4
267,827,6,4,3,5
268,827,5,2,1,4
269,827,5,0,0,4
270,827,4,3,0,1
271,841,5,3,1,5
272,841,4,2,0,9
273,841,3,1,0,6
274,841,5,2,0,5
275,857,5,2,0,3
276,857,5,3,3,5
277,857,6,2,2,3
278,857,6,2,3,5
279,857,6,3,0,4
280,872,8,6,2,5
281,872,4,2,1,5
282,872,5,1,2,4
283,872,6,3,0,3
284,872,5,1,0,3
285,888,4,0,2,3
286,888,7,2,0,3
287,888,5,1,2,6
288,888,6,2,1,5
289,888,4,0,3,6
290,903,7,1,4,4
291,903,4,2,0,4
292,903,4,0,1,5
293,903,4,1,0,5
294,903,7,2,0,2
295,919,5,0,3,7
296,919,4,0,2,3
297,919,5,2,1,6
298,919,6,2,1,2
299,919,4,0,3,6
300,935,6,2,0,2
301,935,3,2,0,4
302,935,6,2,0,4
303,935,7,3,1,5
304,935,5,2,0,7
305,949,5,1,4,5
306,949,4,2,1,4
307,949,4,1,3,2
308,949,6,3,0,5
309,964,6,2,6,7
310,964,6,2,2,6
311,964,4,1,3,4
312,964,4,0,1,6
313,964,4,0,2,3
314,980,3,0,0,3
315,980,4,0,0,4
316,980,5,2,0,3
317,980,5,0,2,4
318,980,5,1,1,4
319,995,4,0,2,4
320,995,5,1,0,2
321,995,6,1,2,6
322,995,4,1,1,4
323,995,5,3,0,7
324,1011,5,0,4,8
325,1011,4,0,0,4
326,1011,6,1,2,4
327,1011,5,3,3,3
328,1011,3,2,3,7
329,1027,8,3,2,4
330,1027,5,2,0,4
331,1027,4,0,3,6
332,1027,4,0,1,4
333,1027,4,0,4,5
334,1042,5,3,1,5
335,1042,4,1,3,4
336,1042,4,0,3,6
337,1042,6,0,3,3
338,1042,5,1,0,2
339,1057,6,2,2,4
340,1057,3,2,2,6
341,1057,6,1,2,6
342,1057,4,0,1,3
343,1071,4,1,2,4
344,1071,7,3,1,2
345,1071,5,2,2,2
346,1071,5,3,1,3
347,1071,3,0,1,5
348,1087,3,0,3,5
349,1087,6,3,1,4
350,1087,4,2,1,4
351,1087,6,2,1,5
352,1087,5,3,4,4
353,1103,4,1,3,6
354,1103,5,2,3,5
355,1103,4,3,1,6
356,1103,5,2,2,4
357,1103,4,3,0,4
358,1118,7,1,2,4
359,1118,4,0,2,5
360,1118,4,0,1,4
361,1118,4,2,0,3
362,1118,4,4,0,3
363,1133,4,0,3,5
364,1133,5,3,0,4
365,1133,3,0,1,5
366,1133,7,3,1,4
367,1148,3,1,3,5
368,1148,5,1,0,6
369,1148,4,2,4,5
370,1148,4,3,0,3
371,1148,4,2,0,4
372,1164,3,1,4,6
373,1164,4,2,1,4
374,1164,4,1,3,5
375,1164,4,2,0,4
376,1164,4,1,2,10
377,1179,7,2,0,2
378,1179,3,1,2,4
379,1179,3,1,4,7
380,1179,5,1,2,3
381,1179,4,2,3,4
382,1195,3,0,3,4
383,1195,2,1,3,5
384,1195,6,2,2,4
385,1195,6,5,0,4
386,1195,5,1,2,4
387,1211,4,1,0,1
388,1211,4,2,3,3
389,1211,5,2,0,7
390,1211,4,3,0,3
391,1211,6,2,3,7
392,1226,4,1,0,4
393,1226,4,0,0,4
394,1226,4,0,1,3
395,1226,5,0,1,4
396,1226,4,1,4,5
397,1241,6,1,3,6
398,1241,5,1,1,3
399,1241,2,1,3,3
400,1241,4,2,1,5
401,1256,4,0,5,9
402,1256,4,1,0,4
403,1256,4,0,2,5
404,1256,4,1,3,4
405,1256,6,2,1,4
406,1272,4,1,2,5
407,1272,4,0,1,4
408,1272,7,0,2,3
409,1272,3,1,3,4
410,1272,5,2,2,6
411,1288,6,3,0,2
412,1288,8,3,0,3
413,1288,4,1,0,4
414,1288,5,2,3,7
415,1288,5,3,0,6
416,1303,5,2,1,7
417,1303,5,1,1,5
418,1303,4,2,1,4
419,1303,4,0,1,3
420,1303,6,3,0,2
421,1319,7,2,0,3
422,1319,6,2,2,4
423,1319,4,1,1,3
424,1319,5,2,0,5
425,1319,4,1,2,4
426,1334,5,3,6,9
427,1334,5,3,2,4
428,1334,6,1,1,4
429,1334,3,2,1,5
430,1334,6,1,1,6
431,1350,4,0,2,6
432,1350,6,1,2,5
433,1350,5,1,0,4
434,1350,5,1,4,4
435,1350,4,0,4,8
436,1366,5,1,0,2
437,1366,3,3,2,3
438,1366,5,3,1,3
439,1366,5,2,0,3
440,1366,4,2,0,4
441,1380,4,0,2,5
442,1380,5,2,2,5
443,1380,3,0,0,6
444,1380,4,1,2,5
445,1395,6,1,3,6
446,1395,7,3,3,5
447,1395,4,1,0,3
448,1395,4,0,3,7
449,1395,7,3,4,6
450,1411,6,3,2,3
451,1411,5,0,3,4
452,1411,6,2,1,5
453,1411,6,0,1,4
454,1411,5,2,4,4
455,1427,8,4,5,8
456,1427,5,2,2,5
457,1427,5,1,1,4
458,1427,2,1,0,6
459,1427,3,4,1,5
460,1442,8,3,0,5
461,1442,5,0,1,4
462,1442,4,1,0,3
463,1442,5,2,1,4
464,1442,5,3,0,3
465,1458,8,3,0,3
466,1458,4,0,3,5
467,1458,4,2,2,5
468,1458,5,3,4,5
469,1458,6,1,0,2
470,1474,5,2,0,4
471,1474,4,3,3,6
472,1474,4,1,2,4
473,1474,6,4,0,4
474,1474,5,3,1,5
475,1489,11,8,1,8
476,1489,5,3,2,7
477,1489,4,3,3,7
478,1489,7,4,2,6
479,1489,6,3,0,6
480,1505,4,3,3,8
481,1505,5,5,3,9
482,1505,5,4,3,8
483,1505,9,7,3,7
484,1505,8,6,4,10
485,1520,5,6,3,9
486,1520,6,7,3,10
487,1520,6,4,1,8
488,1520,8,9,4,9
489,1535,7,5,1,8
490,1535,9,6,5,11
491,1535,7,7,3,11
492,1535,9,10,4,12
493,1535,9,7,3,12
494,1550,11,11,3,11
495,1550,10,9,5,16
496,1550,9,10,5,16
497,1550,10,11,6,15
498,1550,10,9,4,18
499,1566,11,10,5,14
500,1566,10,11,7,16
501,1566,13,13,8,19
502,1566,13,14,7,18
503,1566,12,14,8,21
504,1582,14,16,11,20
505,1582,13,13,11,23
506,1582,14,17,10,24
507,1582,17,15,10,23
508,1582,15,17,12,23
509,1598,19,19,11,22
510,1598,18,17,11,25
511,1598,16,18,15,26
512,1598,19,20,11,26
513,1598,19,19,12,28
514,1614,17,19,16,28
515,1614,21,21,17,29
516,1614,23,24,17,28
517,1614,24,24,15,31
518,1614,24,24,16,32
519,1630,25,24,20,35
520,1630,25,24,19,34
521,1630,25,23,19,31
522,1630,27,25,23,37
523,1630,27,27,20,36
524,1645,30,29,23,39
525,1645,28,29,23,37
526,1645,28,27,23,37
527,1645,32,30,25,39
528,1645,33,32,26,42
529,1661,35,34,22,39
530,1661,32,31,24,40
531,1661,38,36,27,42
532,1661,34,37,32,45
533,1661,39,38,31,44
534,1677,38,39,31,45
535,1677,40,38,34,48
536,1677,40,40,32,47
537,1677,42,40,35,49
538,1677,42,43,38,52
539,1693,46,45,39,52
540,1693,45,46,38,53
541,1693,47,45,40,53
542,1693,48,46,41,53
543,1693,53,51,45,58
544,1708,53,51,45,59
545,1708,52,49,48,60
546,1708,56,52,46,59
547,1708,56,52,49,62
548,1708,56,52,48,61
549,1723,59,54,54,67
550,1723,59,57,52,64
551,1723,64,59,53,65
552,1723,66,60,58,70
553,1737,65,59,56,69
554,1737,66,61,59,73
555,1737,70,61,65,77
556,1737,74,66,66,79
557,1737,73,70,68,80
558,1753,80,70,72,83
559,1753,78,69,72,80
560,1753,83,73,73,85
561,1753,83,73,78,89
562,1753,87,76,79,90
563,1769,91,80,81,94
564,1769,94,80,82,94
565,1769,98,82,86,96
566,1769,100,86,88,100
567,1769,104,87,92,101
568,1784,107,90,91,106
569,1784,109,90,95,108
570,1784,110,92,99,110
571,1784,117,95,101,115
572,1784,120,98,106,117
573,1800,123,101,107,122
574,1800,127,102,110,122
575,1800,131,105,113,125
576,1800,134,107,117,129
577,1800,139,110,119,129
578,1816,140,110,125,136
579,1816,143,114,125,137
580,1816,148,117,129,140
581,1816,154,121,130,143
582,1816,156,122,138,149
583,1832,164,129,137,152
584,1832,166,128,142,154
585,1832,169,129,144,158
586,1832,172,132,148,161
587,1832,178,135,149,161
588,1846,185,140,155,166
589,1846,188,140,157,170
590,1846,192,145,162,174
591,1846,196,147,167,178
592,1861,200,149,170,185
593,1861,204,153,173,187
594,1861,209,156,180,191
595,1861,213,160,183,196
596,1861,218,162,187,200
597,1877,226,170,187,205
598,1877,228,169,192,208
599,1877,233,173,198,212
600,1877,238,175,203,216
601,1877,242,178,201,219
602,1892,250,186,209,224
603,1892,254,186,211,227
604,1892,255,188,213,230
605,1892,255,193,222,238
606,1892,255,196,227,244
607,1908,255,198,226,244
608,1908,255,204,232,250
609,1908,255,207,237,254
610,1908,255,210,240,255
611,1908,255,212,242,255
612,1924,255,219,248,255
613,1924,255,220,253,255
614,1924,255,225,255,255
615,1924,255,227,255,255
616,1924,255,231,255,255
617,1940,255,234,255,255
618,1940,255,238,255,255
619,1940,255,241,255,255
620,1940,255,244,255,255
621,1940,255,246,255,255
622,1955,255,252,255,255
623,1955,255,254,255,255
624,1955,255,255,255,255
625,1955,255,255,255,255
626,1955,255,255,255,255
627,1970,255,255,255,255
628,1970,255,255,255,255
629,1970,255,255,255,255
630,1970,255,255,255,255
631,1985,255,255,255,255
632,1985,255,255,255,255
633,1985,255,255,255,255
634,1985,255,255,255,255
635,1985,255,255,255,255
636,2001,255,255,255,255
637,2001,255,255,255,255
638,2001,255,255,255,255
639,2001,255,255,255,255
640,2001,255,255,255,255
641,2017,255,255,255,255
642,2017,255,255,255,255
643,2017,255,255,255,255
644,2017,255,255,255,255
645,2017,255,255,255,255
646,2032,255,255,255,255
647,2032,255,255,255,255
648,2032,255,255,255,255
649,2032,255,255,255,255
650,2032,255,255,255,255
651,2048,255,255,255,255
652,2048,255,255,255,255
653,2048,255,255,255,255
654,2048,255,255,255,255
655,2048,255,255,255,255
656,2064,255,255,255,255
657,2064,255,255,255,255
658,2064,255,255,255,255
659,2064,255,255,255,255
660,2064,255,255,255,255
661,2079,255,255,255,255
662,2079,255,255,255,255
663,2079,255,255,255,255
664,2079,255,255,255,255
665,2079,255,255,255,255
666,2095,255,255,255,255
667,2095,255,255,255,255
668,2095,255,255,255,255
669,2095,255,255,255,255
670,2095,255,255,255,255
671,2111,255,255,255,255
672,2111,255,255,255,255
673,2111,255,255,255,255
674,2111,255,255,255,255
675,2111,255,255,255,255
676,2126,255,255,255,255
677,2126,255,255,255,255
678,2126,255,255,255,255
679,2126,255,255,255,255
680,2126,255,255,255,255
681,2141,255,255,255,255
682,2141,255,255,255,255
683,2141,255,255,255,255
684,2141,255,255,255,255
685,2156,255,255,255,255
686,2156,255,255,255,255
687,2156,255,255,255,255
688,2156,255,255,255,255
689,2156,255,255,255,255
690,2171,255,255,255,255
691,2171,255,255,255,255
692,2171,255,255,255,255
693,2171,255,255,255,255
694,2171,255,255,255,255
695,2187,255,255,255,255
696,2187,255,255,255,255
697,2187,255,255,255,255
698,2187,255,255,255,255
699,2187,255,255,255,255
700,2203,255,255,255,255
701,2203,255,255,255,255
702,2203,255,255,255,255
703,2203,255,255,255,255
704,2203,255,255,255,255
705,2218,255,255,255,255
706,2218,255,255,255,255
707,2218,255,255,255,255
708,2218,255,255,255,255
709,2218,255,255,255,255
710,2233,255,255,255,255
711,2233,255,255,255,255
712,2233,255,255,255,255
713,2233,255,255,255,255
714,2248,255,255,255,255
715,2248,255,255,255,255
716,2248,255,255,255,255
717,2248,255,255,255,255
718,2248,255,255,255,255
719,2264,255,255,255,255
720,2264,255,255,255,255
721,2264,255,255,255,255
722,2264,255,255,255,255
723,2264,255,255,255,255
724,2280,255,255,255,255
725,2280,255,255,255,255
726,2280,255,255,255,255
727,2280,255,255,255,255
728,2280,255,255,255,255
729,2295,255,255,255,255
730,2295,255,255,255,255
731,2295,255,255,255,255
732,2295,255,255,255,255
733,2295,255,255,255,255
734,2311,255,255,255,255
735,2311,255,255,255,255
736,2311,255,255,255,255
737,2311,255,255,255,255
738,2311,255,255,255,255
739,2327,255,255,255,255
740,2327,255,255,255,255
741,2327,255,255,255,255
742,2327,255,255,255,255
743,2327,255,255,255,255
744,2342,255,255,255,255
745,2342,255,255,255,255
746,2342,255,255,255,255
747,2342,255,255,255,255
748,2342,255,255,255,255
749,2358,255,255,255,255
750,2358,255,255,255,255
751,2358,255,255,255,255
752,2358,255,255,255,255
753,2358,255,255,255,255
754,2374,255,255,255,255
755,2374,255,255,255,255
756,2374,255,255,255,255
757,2374,255,255,255,255
758,2374,255,255,255,255
759,2390,255,255,255,255
760,2390,255,255,255,255
761,2390,255,255,255,255
762,2390,255,255,255,255
763,2390,255,255,255,255
764,2405,255,255,255,255
765,2405,255,255,255,255
766,2405,255,255,255,255
767,2405,255,255,255,255
768,2405,255,255,255,255
769,2420,255,255,255,255
770,2420,255,255,255,255
771,2420,255,255,255,255
772,2420,255,255,255,255
773,2436,255,255,255,255
774,2436,255,255,255,255
775,2436,255,255,255,255
776,2436,255,255,255,255
777,2436,255,255,255,255
778,2450,255,255,255,255
779,2450,255,255,255,255
780,2450,255,255,255,255
781,2450,255,255,255,255
782,2450,255,255,255,255
783,2466,255,255,255,255
784,2466,255,255,255,255
785,2466,255,255,255,255
786,2466,255,255,255,255
787,2466,255,255,255,255
788,2482,255,255,255,255
789,2482,255,255,255,255
790,2482,255,255,255,255
791,2482,255,255,255,255
792,2482,255,255,255,255
793,2497,255,255,255,255
794,2497,255,255,255,255
795,2497,255,255,255,255
796,2497,255,255,255,255
797,2497,255,255,255,255
798,2513,255,255,255,255
799,2513,255,255,255,255
800,2513,255,255,255,255
801,2513,255,255,255,255
802,2513,255,255,255,255
803,2528,255,255,255,255
804,2528,255,255,255,255
805,2528,255,255,255,255
806,2528,255,255,255,255
807,2543,255,255,255,255
808,2543,255,255,255,255
809,2543,255,255,255,255
810,2543,255,255,255,255
811,2543,255,255,255,255
812,2559,255,255,255,255
813,2559,255,255,255,255
814,2559,255,255,255,255
815,2559,255,255,255,255
816,2559,255,255,255,255
817,2575,255,255,255,255
818,2575,255,255,255,255
819,2575,255,255,255,255
820,2575,255,255,255,255
821,2575,255,255,255,255
822,2590,255,255,255,255
823,2590,255,255,255,255
824,2590,255,255,255,255
825,2590,255,255,255,255
826,2590,255,255,255,255
827,2606,255,255,255,255
828,2606,255,255,255,255
829,2606,255,255,255,255
830,2606,255,255,255,255
831,2606,255,255,255,255
832,2622,255,255,255,255
833,2622,255,255,255,255
834,2622,255,255,255,255
835,2622,255,255,255,255
836,2622,255,255,255,255
837,2637,255,255,255,255
838,2637,255,255,255,255
839,2637,255,255,255,255
840,2637,255,255,255,255
841,2637,255,255,255,255
842,2653,255,255,255,255
843,2653,255,255,255,255
844,2653,255,255,255,255
845,2653,255,255,255,255
846,2653,255,255,255,255
847,2669,255,255,255,255
848,2669,255,255,255,255
849,2669,255,255,255,255
850,2669,255,255,255,255
851,2669,255,255,255,255
852,2685,255,255,255,255
853,2685,255,255,255,255
854,2685,255,255,255,255
855,2685,255,255,255,255
856,2685,255,255,255,255
857,2700,255,255,255,255
858,2700,255,255,255,255
859,2700,255,255,255,255
860,2700,255,255,255,255
861,2700,255,255,255,255
862,2716,255,255,255,255
863,2716,255,255,255,255
864,2716,255,255,255,255
865,2716,255,255,255,255
866,2716,255,255,255,255
867,2732,255,255,255,255
868,2732,255,255,255,255
869,2732,255,255,255,255
870,2732,255,255,255,255
871,2732,255,255,255,255
872,2746,255,255,255,255
873,2746,255,255,255,255
874,2746,255,255,255,255
875,2746,255,255,255,255
876,2762,255,255,255,255
877,2762,255,255,255,255
878,2762,255,255,255,255
879,2762,255,255,255,255
880,2762,255,255,255,255
881,2777,255,255,255,255
882,2777,255,255,255,255
883,2777,255,255,255,255
884,2777,255,255,255,255
885,2777,255,255,255,255
886,2792,255,255,255,255
887,2792,255,255,255,255
888,2792,255,255,255,255
889,2792,255,255,255,255
890,2792,255,255,255,255
891,2809,255,255,255,255
892,2809,255,255,255,255
893,2809,255,255,255,255
894,2809,255,255,255,255
895,2809,255,255,255,255
896,2825,255,255,255,255
897,2825,255,255,255,255
898,2825,255,255,255,255
899,2825,255,255,255,255
900,2825,255,255,255,255
901,2840,255,255,255,255
902,2840,255,255,255,255
903,2840,255,255,255,255
904,2840,255,255,255,255
905,2840,255,255,255,255
906,2857,255,255,255,255
907,2857,255,255,255,255
908,2857,255,255,255,255
909,2857,255,255,255,255
910,2857,255,255,255,255
911,2872,255,255,255,255
912,2872,255,255,255,255
913,2872,255,255,255,255
914,2872,255,255,255,255
915,2872,255,255,255,255
916,2888,255,255,255,255
917,2888,255,255,255,255
918,2888,255,255,255,255
919,2888,255,255,255,255
920,2888,255,255,255,255
921,2904,255,255,255,255
922,2904,255,255,255,255
923,2904,255,255,255,255
924,2904,255,255,255,255
925,2904,255,245,255,255
926,2919,255,237,255,255
927,2919,255,223,247,255
928,2919,255,216,235,250
929,2919,255,200,221,237
930,2919,253,192,209,225
931,2935,242,183,195,212
932,2935,229,170,184,202
933,2935,213,160,173,190
934,2935,203,152,162,177
935,2935,190,143,149,168
936,2949,177,131,143,162
937,2949,167,124,132,150
938,2949,153,115,123,141
939,2949,144,110,112,128
940,2964,135,105,108,123
941,2964,121,95,96,116
942,2964,115,90,91,108
943,2964,103,85,86,99
944,2964,94,77,77,92
945,2979,87,77,71,85
946,2979,78,69,63,78
947,2979,72,66,59,73
948,2979,64,60,52,67
949,2979,59,56,49,61
950,2995,51,50,43,53
951,2995,49,47,40,52
952,2995,40,43,36,46
953,2995,39,38,30,42
954,2995,37,36,27,38
955,3011,30,32,25,37
956,3011,27,30,24,33
957,3011,25,28,20,31
958,3011,23,25,17,26
959,3011,18,25,18,22
960,3027,18,23,15,24
961,3027,14,17,12,21
962,3027,15,16,10,19
963,3027,12,15,10,19
964,3027,10,11,10,17
965,3041,10,10,6,12
966,3041,10,10,7,13
967,3041,8,8,5,11
968,3041,8,10,5,10
969,3056,8,7,4,8
970,3056,4,6,4,7
971,3056,6,5,4,8
972,3056,7,3,3,7
973,3056,4,4,5,10
974,3071,3,2,3,8
975,3071,4,4,1,5
976,3071,6,4,4,6
977,3071,6,4,0,4
978,3071,4,1,1,4
979,3087,8,4,3,6
980,3087,5,4,4,6
981,3087,7,2,0,4
982,3087,6,4,3,8
983,3087,7,4,3,6
984,3103,2,0,3,6
985,3103,5,1,1,4
986,3103,3,1,1,4
987,3103,3,0,1,4
988,3103,4,2,3,3
989,3119,4,0,0,4
990,3119,3,1,1,4
991,3119,5,0,3,5
992,3119,5,2,1,4
993,3119,6,2,0,4
994,3133,4,3,2,7
995,3133,4,2,0,3
996,3133,6,0,4,4
997,3133,7,4,2,5
998,3148,6,4,0,4
999,3148,5,3,0,5
1000,3148,8,2,2,5
1001,3148,4,2,3,5
1002,3148,7,4,3,4
1003,3164,4,0,2,6
1004,3164,4,2,2,5
1005,3164,3,1,2,6
1006,3164,4,1,2,5
1007,3164,6,1,2,7
1008,3179,7,2,1,6
1009,3179,4,1,2,6
1010,3179,5,2,3,6
1011,3179,6,1,0,3
1012,3179,5,1,1,4
1013,3195,4,0,4,6
1014,3195,5,3,3,5
1015,3195,4,2,2,6
1016,3195,5,2,1,6
1017,3195,4,1,0,1
1018,3210,6,2,0,3
1019,3210,6,0,2,5
1020,3210,5,2,2,6
1021,3210,7,1,0,4
1022,3210,8,2,2,3
1023,3225,5,3,0,8
1024,3225,3,0,0,4
1025,3225,5,1,1,5
1026,3225,4,2,1,5
1027,3240,3,0,2,5
1028,3240,4,0,1,5
1029,3240,4,4,1,5
1030,3240,8,3,0,4
1031,3240,5,3,2,4
1032,3256,8,3,1,4
1033,3256,4,1,1,7
1034,3256,3,0,1,4
1035,3256,5,2,3,3
1036,3256,6,2,0,4
1037,3272,7,4,1,5
1038,3272,6,3,0,4
1039,3272,4,0,0,6
1040,3272,6,4,2,3
1041,3272,6,3,0,2
1042,3288,9,3,4,6
1043,3288,4,1,3,4
1044,3288,5,1,3,5
1045,3288,7,0,0,5
1046,3288,5,0,0,3
1047,3303,8,4,3,9
1048,3303,4,2,3,5
1049,3303,4,0,4,3
1050,3303,3,0,2,5
1051,3303,4,2,1,4
1052,3319,5,0,3,4
1053,3319,3,1,2,5
1054,3319,4,2,3,4
1055,3319,2,0,2,6
1056,3319,5,1,2,5
1057,3334,6,4,2,4
1058,3334,4,2,1,3
1059,3334,3,1,2,4
1060,3334,5,1,1,4
1061,3334,4,1,1,4
1062,3350,4,0,2,4
1063,3350,3,2,2,6
1064,3350,4,1,3,7
1065,3350,5,2,1,5
1066,3350,6,3,2,3
1067,3366,4,2,3,7
1068,3366,3,0,2,5
1069,3366,7,3,0,5
1070,3366,6,4,0,4
1071,3366,5,1,2,7
1072,3382,5,1,2,3
1073,3382,4,2,2,4
1074,3382,7,3,4,7
1075,3382,4,0,0,6
1076,3382,7,0,0,2
1077,3397,3,0,4,6
1078,3397,5,2,2,4
1079,3397,3,0,1,4
1080,3397,4,0,2,6
1081,3397,3,0,2,7
1082,3412,5,3,2,3
1083,3412,4,2,2,4
1084,3412,4,3,1,4
1085,3412,5,3,1,3
1086,3427,5,3,0,3
1087,3427,2,2,4,5
1088,3427,6,2,1,4
1089,3427,5,3,0,5
1090,3427,4,0,0,4
1091,3443,8,3,5,8
1092,3443,6,2,0,3
