num,ms,up,down,left,right
546,1667,7,4,4,5
547,1667,6,2,0,2
548,1667,7,3,4,7
549,1667,5,4,2,4
550,1667,7,4,4,6
551,1667,4,0,3,5
552,1740,7,3,1,5
553,1740,6,0,2,6
554,1740,4,1,2,6
555,1740,5,3,3,4
556,1740,7,2,3,7
557,1740,3,0,3,7
558,1740,3,3,3,7
559,1740,4,2,0,1
560,1740,8,3,0,0
561,1740,3,0,4,6
562,1740,9,4,3,6
563,1740,6,0,4,6
564,1740,4,0,0,3
565,1740,6,3,0,3
566,1740,7,4,2,4
567,1740,3,0,2,5
568,1740,4,0,0,3
569,1740,7,5,0,4
570,1740,6,3,0,0
571,1740,7,1,3,7
572,1740,1,0,0,4
573,1740,3,0,2,4
574,1740,4,1,3,6
575,1816,11,3,4,6
576,1816,7,3,2,4
577,1816,5,2,3,4
578,1816,4,2,3,4
579,1816,5,2,2,4
580,1816,4,0,1,4
581,1816,7,4,0,5
582,1816,4,2,5,8
583,1816,5,0,4,8
584,1816,8,4,0,2
585,1816,7,2,5,8
586,1816,2,0,4,5
587,1816,8,6,5,9
588,1816,7,2,0,4
589,1816,4,1,4,5
590,1816,4,4,2,5
591,1816,6,4,3,4
592,1816,9,6,2,5
593,1816,5,3,1,4
594,1816,8,4,0,1
595,1816,5,2,4,7
596,1816,5,1,4,6
597,1816,3,0,0,2
598,1816,8,4,4,8
599,1892,2,0,4,8
600,1892,8,3,3,4
601,1892,6,3,0,4
602,1892,4,3,2,4
603,1892,7,0,2,5
604,1892,7,2,2,6
605,1892,5,3,3,6
606,1892,6,3,0,5
607,1892,6,4,2,5
608,1892,8,5,1,4
609,1892,6,3,1,4
610,1892,4,2,4,8
611,1892,9,6,5,9
612,1892,1,0,4,5
613,1892,4,1,3,3
614,1892,0,0,0,3
615,1892,6,4,0,4
616,1892,3,2,4,8
617,1892,10,3,2,6
618,1892,4,0,4,7
619,1892,1,0,1,5
620,1892,7,2,4,5
621,1892,4,0,2,7
622,1892,4,0,4,7
623,1971,7,3,0,4
624,1971,5,3,2,4
625,1971,7,3,4,5
626,1971,6,0,4,7
627,1971,6,2,2,5
628,1971,7,2,1,6
629,1971,5,1,2,7
630,1971,7,0,2,7
631,1971,10,7,0,3
632,1971,1,0,3,11
633,1971,9,5,0,6
634,1971,8,5,0,8
635,1971,5,2,1,11
636,1971,10,4,5,18
637,1971,11,4,4,20
638,1971,13,8,5,27
639,1971,17,11,1,33
640,1971,25,17,1,42
641,1971,37,25,4,56
642,1971,43,24,9,74
643,1971,62,39,8,90
644,1971,73,41,11,115
645,1971,99,56,19,142
646,1971,118,59,24,168
647,1971,148,75,29,199
648,2047,180,92,47,234
649,2047,215,107,62,255
650,2047,247,125,79,255
651,2047,255,141,108,255
652,2047,255,162,130,255
653,2047,255,179,157,255
654,2047,255,200,188,255
655,2047,255,219,219,255
656,2047,255,234,246,255
657,2047,255,255,255,255
658,2047,255,255,255,255
659,2047,255,255,255,255
660,2047,255,255,255,255
661,2047,255,255,255,255
662,2047,255,255,255,255
663,2047,255,255,255,255
664,2047,255,255,255,255
665,2047,255,255,255,255
666,2047,255,255,255,255
667,2047,255,255,255,255
668,2047,255,255,255,255
669,2047,255,255,255,255
670,2047,255,255,255,255
671,2047,255,255,255,255
672,2124,255,255,255,255
673,2124,255,255,255,255
674,2124,255,255,255,255
675,2124,255,255,255,255
676,2124,255,255,255,255
677,2124,255,255,255,255
678,2124,255,255,255,255
679,2124,255,255,255,255
680,2124,255,255,255,255
681,2124,255,255,255,255
682,2124,255,255,255,255
683,2124,255,255,255,255
684,2124,255,255,255,255
685,2124,255,255,255,255
686,2124,255,255,255,255
687,2124,255,255,255,255
688,2124,255,255,255,255
689,2124,255,255,255,255
690,2124,255,255,255,255
691,2124,255,255,255,255
692,2124,255,255,255,255
693,2124,255,255,255,255
694,2124,255,255,255,255
695,2124,255,255,255,255
696,2202,255,255,255,255
697,2202,255,255,255,255
698,2202,255,255,255,255
699,2202,255,255,255,255
700,2202,255,255,255,255
701,2202,255,255,255,255
702,2202,255,255,255,255
703,2202,255,255,255,255
704,2202,255,255,255,255
705,2202,255,255,255,255
706,2202,255,255,255,255
707,2202,255,255,255,255
708,2202,255,255,255,255
709,2202,255,255,255,255
710,2202,255,255,255,255
711,2202,255,255,255,255
712,2202,255,255,255,255
713,2202,255,255,255,255
714,2202,255,255,255,255
715,2202,255,255,255,255
716,2202,255,255,255,255
717,2202,255,255,255,255
718,2202,255,255,255,255
719,2202,255,255,255,255
720,2202,255,255,255,255
721,2284,255,255,255,255
722,2284,255,255,255,250
723,2284,255,255,255,228
724,2284,255,255,255,208
725,2284,255,255,255,194
726,2284,255,246,255,180
727,2284,254,229,255,167
728,2284,236,219,255,158
729,2284,216,207,252,150
730,2284,201,195,232,142
731,2284,182,184,217,143
732,2284,172,177,196,134
733,2284,154,165,186,133
734,2284,140,158,171,125
735,2284,129,149,153,118
736,2284,121,144,142,113
737,2284,111,137,137,114
738,2284,103,129,129,107
739,2284,92,120,118,101
740,2284,82,110,111,94
741,2284,82,109,102,85
742,2284,70,97,96,82
743,2284,69,99,87,71
744,2284,65,93,87,70
745,2284,56,82,80,67
746,2284,53,76,79,58
747,2364,47,71,74,55
748,2364,45,68,69,51
749,2364,39,65,65,46
750,2364,39,58,60,44
751,2364,36,58,56,39
752,2364,34,50,53,35
753,2364,29,48,52,34
754,2364,30,45,46,31
755,2364,27,41,44,28
756,2364,22,38,43,27
757,2364,28,42,38,23
758,2364,24,37,33,19
759,2364,21,32,36,22
760,2364,17,29,35,20
761,2364,19,30,33,20
762,2364,17,25,30,17
763,2364,10,20,24,12
764,2364,15,22,24,14
765,2364,10,17,23,14
766,2364,15,22,19,8
767,2364,14,18,18,11
768,2364,18,24,18,10
769,2364,12,18,17,9
770,2364,11,14,14,7
771,2364,8,10,18,10
772,2440,9,11,18,12
773,2440,6,12,14,6
774,2440,9,11,11,7
775,2440,7,11,14,8
776,2440,9,9,12,8
777,2440,10,9,13,8
778,2440,8,10,10,7
779,2440,9,8,6,5
780,2440,6,8,9,4
781,2440,6,7,9,9
782,2440,8,7,7,6
783,2440,5,7,10,9
784,2440,4,5,8,7
785,2440,5,4,4,4
786,2440,8,7,1,4
787,2440,5,4,10,9
788,2440,8,4,6,7
789,2440,4,2,6,5
790,2440,3,3,2,4
791,2440,10,7,3,4
792,2440,2,1,7,8
793,2440,4,2,0,4
794,2440,6,3,3,7
795,2440,11,8,4,4
796,2516,4,0,0,0
797,2516,4,0,4,4
798,2516,6,4,4,4
799,2516,5,3,1,3
800,2516,4,1,1,4
801,2516,4,0,4,6
802,2516,6,3,4,5
803,2516,8,4,4,5
804,2516,7,1,0,4
805,2516,1,0,0,3
806,2516,1,0,0,2
807,2516,8,5,6,7
808,2516,5,0,3,4
809,2516,4,3,4,10
810,2516,6,3,2,6
811,2516,6,4,1,6
812,2516,9,4,6,8
813,2516,7,3,0,2
814,2516,4,1,2,7
815,2516,4,1,7,7
816,2516,9,5,1,7
817,2516,3,0,3,6
818,2516,10,4,0,1
819,2516,7,1,4,7
820,2592,7,3,6,10
821,2592,5,5,0,4
822,2592,5,1,2,6
823,2592,5,3,4,8
824,2592,4,1,2,4
825,2592,4,3,0,6
826,2592,7,2,3,6
827,2592,4,2,0,2
828,2592,7,5,0,2
829,2592,2,0,6,9
830,2592,2,0,0,4
831,2592,8,3,1,3
832,2592,5,3,4,6
833,2592,5,2,6,9
834,2592,8,4,3,5
835,2592,0,0,0,4
836,2592,7,4,0,0
837,2592,4,0,0,4
838,2592,6,2,1,3
839,2592,5,2,7,9
840,2592,4,0,3,4
841,2592,6,3,0,4
842,2592,3,2,4,8
843,2592,3,0,4,9
844,2668,7,3,0,3
845,2668,9,2,1,3
846,2668,6,0,3,4
847,2668,4,1,1,2
848,2668,3,0,4,5
849,2668,5,3,0,5
850,2668,4,1,1,4
851,2668,5,2,0,3
852,2668,5,2,0,5
853,2668,4,0,4,7
854,2668,5,1,3,5
855,2668,10,4,0,3
856,2668,4,3,3,4
857,2668,4,0,7,10
858,2668,4,0,2,4
859,2668,4,0,0,4
860,2668,7,4,1,4
861,2668,6,0,3,5
862,2668,4,2,0,3
863,2668,5,3,0,4
864,2668,4,0,2,4
865,2668,6,1,0,2
866,2668,3,0,0,3
867,2668,7,4,0,2
868,2744,6,0,0,4
869,2744,6,2,1,4
870,2744,4,1,4,7
871,2744,6,1,1,5
872,2744,6,1,1,2
873,2744,6,1,3,5
874,2744,7,3,0,4
875,2744,7,2,0,3
876,2744,6,3,3,6
877,2744,10,3,1,5
878,2744,7,4,0,2
879,2744,3,1,3,6
880,2744,6,3,2,6
881,2744,5,2,3,7
882,2744,4,0,3,5
883,2744,4,1,0,3
884,2744,4,0,0,3
885,2744,8,4,1,4
886,2744,5,1,2,5
887,2744,7,3,0,3
888,2744,7,2,2,3
889,2744,6,2,2,5
890,2744,3,0,1,4
891,2744,6,3,1,5
892,2820,7,6,4,6
893,2820,6,0,3,6
894,2820,5,2,1,4
895,2820,4,2,0,5
896,2820,5,0,3,6
897,2820,6,1,2,5
898,2820,4,1,1,4
899,2820,9,4,4,5
900,2820,5,0,1,5
901,2820,7,1,1,5
902,2820,4,0,3,6
903,2820,9,4,0,3
904,2820,7,5,2,6
905,2820,5,3,5,8
906,2820,1,0,3,4
907,2820,5,1,4,6
908,2820,2,0,1,5
909,2820,9,3,4,5
910,2820,4,0,7,10
911,2820,6,3,2,4
912,2820,5,2,4,6
913,2820,3,0,5,6
914,2820,5,1,4,7
915,2820,4,2,1,4
916,2893,9,4,0,2
917,2893,5,1,2,4
918,2893,4,4,1,5
919,2893,6,4,3,5
920,2893,4,1,2,6
921,2893,4,2,1,5
922,2893,5,2,2,4
923,2893,8,5,4,6
924,2893,6,2,2,4
925,2893,4,0,0,4
926,2893,8,3,1,4
927,2893,4,3,4,7
928,2893,4,0,3,7
929,2893,5,1,5,9
930,2893,3,0,0,4
931,2893,7,3,0,4
932,2893,1,0,3,6
933,2893,4,0,0,4
934,2893,9,4,0,1
935,2893,6,0,0,4
936,2893,5,2,1,4
937,2893,4,1,4,6
938,2893,10,4,2,6
939,2969,4,2,1,5
940,2969,6,1,2,4
941,2969,5,0,1,3
942,2969,4,2,2,4
943,2969,5,3,6,8
944,2969,7,2,2,7
945,2969,6,4,1,6
946,2969,4,1,3,6
947,2969,6,5,0,5
948,2969,7,1,0,2
949,2969,10,6,4,8
950,2969,8,6,1,5
951,2969,6,2,3,7
952,2969,3,0,0,3
953,2969,4,5,0,4
954,2969,5,2,1,5
955,2969,4,1,3,5
956,2969,5,2,0,4
957,2969,8,3,2,5
958,2969,5,3,2,4
959,2969,8,5,1,3
960,2969,5,1,8,12
961,2969,4,1,3,6
962,2969,4,0,4,6
963,3045,4,1,0,3
964,3045,6,2,2,4
965,3045,6,1,4,7
966,3045,9,5,3,5
967,3045,4,0,3,5
968,3045,4,2,2,4
969,3045,4,1,2,5
970,3045,5,1,5,10
971,3045,8,2,2,4
972,3045,6,2,1,7
973,3045,0,0,0,3
974,3045,6,0,3,8
975,3045,10,4,2,6
976,3045,4,2,1,5
977,3045,7,1,3,5
978,3045,4,1,0,1
979,3045,5,4,1,5
980,3045,7,2,0,4
981,3045,9,4,3,7
982,3045,4,0,4,9
983,3045,4,0,0,4
984,3045,8,3,0,3
985,3045,5,2,2,3
986,3045,7,3,2,4
987,3121,7,1,1,5
988,3121,7,1,2,4
989,3121,7,2,2,4
990,3121,4,0,3,5
991,3121,5,4,1,7
992,3121,4,2,0,3
993,3121,7,3,1,4
994,3121,8,2,0,1
995,3121,6,3,3,3
996,3121,10,5,0,1
997,3121,5,2,5,9
998,3121,4,0,0,5
999,3121,9,6,4,7
1000,3121,7,3,3,6
1001,3121,3,1,3,7
1002,3121,5,3,0,4
1003,3121,9,4,3,6
1004,3121,3,0,1,5
1005,3121,7,3,0,3
1006,3121,4,2,0,4
1007,3121,8,4,3,4
1008,3121,3,0,2,4
1009,3121,8,1,3,6
1010,3121,4,2,2,6
1011,3197,6,3,0,4
1012,3197,6,0,2,4
1013,3197,4,1,2,1
1014,3197,6,0,0,4
1015,3197,8,4,2,4
1016,3197,1,4,1,4
1017,3197,6,3,0,4
1018,3197,5,2,4,7
1019,3197,3,0,0,5
1020,3197,9,5,0,4
1021,3197,6,3,3,4
1022,3197,7,3,3,7
1023,3197,1,0,2,4
1024,3197,7,3,3,4
1025,3197,9,7,0,4
1026,3197,7,2,3,7
1027,3197,7,4,2,5
1028,3197,4,0,2,4
1029,3197,3,1,2,2
1030,3197,4,0,4,7
1031,3197,4,0,2,4
1032,3197,5,0,0,4
1033,3197,8,4,0,4
1034,3197,7,3,3,6
1035,3273,6,5,0,2
1036,3273,4,1,0,2
1037,3273,6,2,3,4
1038,3273,4,0,3,4
1039,3273,4,0,1,5
1040,3273,6,2,1,5
1041,3273,6,1,2,5
1042,3273,4,2,3,6
1043,3273,5,1,0,3
1044,3273,3,0,1,4
1045,3273,3,1,0,1
1046,3273,9,3,4,9
1047,3273,9,5,0,4
1048,3273,5,0,1,5
1049,3273,12,8,0,4
1050,3273,8,4,0,5
1051,3273,5,2,1,1
1052,3273,9,8,4,7
1053,3273,7,2,0,2
1054,3273,7,5,2,5
1055,3273,4,0,0,1
1056,3273,4,0,4,6
1057,3273,6,3,5,6
1058,3273,4,2,4,9
1059,3346,3,3,1,5
1060,3346,6,3,1,6
1061,3346,5,3,3,4
1062,3346,6,3,2,6
1063,3346,7,3,2,4
1064,3346,5,1,2,7
1065,3346,6,2,2,4
1066,3346,6,4,0,1
1067,3346,4,1,4,9
1068,3346,3,0,4,8
1069,3346,5,2,4,7
1070,3346,5,0,2,6
1071,3346,7,4,1,3
1072,3346,4,0,0,1
1073,3346,8,4,3,6
1074,3346,6,2,6,9
1075,3346,8,4,0,3
1076,3346,5,0,2,4
1077,3346,5,2,2,4
1078,3346,6,2,1,3
1079,3346,7,2,1,4
1080,3346,8,4,1,4
1081,3346,1,0,2,6
1082,3422,7,2,0,0
1083,3422,5,2,4,4
1084,3422,5,0,0,5
1085,3422,6,0,0,3
1086,3422,4,1,2,4
1087,3422,6,1,0,4
1088,3422,5,2,3,5
1089,3422,3,0,1,4
1090,3422,6,4,0,1
1091,3422,7,4,3,6
1092,3422,4,0,4,6
1093,3422,7,3,3,7
