num,ms,up,down,left,right
208,588,6,1,5,7
209,588,4,2,1,4
210,588,10,5,1,6
211,625,8,3,0,4
212,625,6,3,3,3
213,625,8,4,4,7
214,625,6,3,3,5
215,625,7,3,3,5
216,625,6,4,2,6
217,625,4,0,0,4
218,625,4,3,2,4
219,625,4,0,3,8
220,625,3,4,3,5
221,625,3,0,0,3
222,625,4,0,1,5
223,661,7,3,1,4
224,661,7,3,3,7
225,661,6,3,1,6
226,661,5,1,2,4
227,661,4,1,0,2
228,661,4,0,3,5
229,661,11,7,0,4
230,661,4,1,1,4
231,661,6,1,1,5
232,661,7,3,0,2
233,661,6,1,0,3
234,698,6,2,0,3
235,698,4,3,2,3
236,698,6,3,3,5
237,698,5,3,0,3
238,698,4,2,2,5
239,698,3,0,1,4
240,698,4,0,0,4
241,698,8,3,0,5
242,698,8,4,2,7
243,698,9,3,3,6
244,698,7,2,0,1
245,698,7,3,0,1
246,733,4,4,0,4
247,733,4,2,2,5
248,733,5,2,3,3
249,733,7,3,0,4
250,733,4,2,2,4
251,733,1,0,3,4
252,733,5,3,0,4
253,733,5,0,2,10
254,733,4,1,5,9
255,733,6,4,2,4
256,733,6,4,0,4
257,769,4,2,3,6
258,769,4,1,1,4
259,769,4,1,4,6
260,769,6,3,0,4
261,769,4,0,0,3
262,769,6,4,2,5
263,769,7,1,0,1
264,769,6,4,4,6
265,769,5,1,6,10
266,769,2,0,0,3
267,769,2,0,1,4
268,806,3,1,0,6
269,806,7,4,2,4
270,806,3,2,3,3
271,806,7,4,2,4
272,806,6,3,5,9
273,806,6,2,0,3
274,806,4,0,5,9
275,806,4,2,1,1
276,806,6,3,2,5
277,806,4,1,4,5
278,806,3,0,5,8
279,806,4,0,3,6
280,842,6,4,3,7
281,842,4,2,0,4
282,842,5,3,1,4
283,842,6,4,1,5
284,842,6,0,1,5
285,842,5,3,0,2
286,842,7,5,2,4
287,842,0,0,4,7
288,842,10,6,2,5
289,842,6,3,1,4
290,842,5,1,4,8
291,879,3,0,2,6
292,879,8,4,4,6
293,879,6,2,2,5
294,879,4,1,1,4
295,879,3,0,3,6
296,879,3,0,1,3
297,879,5,2,2,5
298,879,2,1,6,9
299,879,7,0,1,2
300,879,7,3,3,6
301,879,5,3,4,5
302,879,4,1,0,0
303,914,6,4,0,2
304,914,6,2,4,9
305,914,8,1,1,3
306,914,6,0,4,8
307,914,5,2,2,4
308,914,5,0,4,5
309,914,9,4,0,3
310,914,4,1,0,4
311,914,12,11,3,7
312,914,2,0,0,1
313,914,4,1,1,5
314,951,6,2,1,4
315,951,4,3,1,5
316,951,5,1,2,5
317,951,5,3,3,4
318,951,4,3,3,7
319,951,8,5,3,6
320,951,6,1,4,6
321,951,7,1,2,4
322,951,8,4,4,8
323,951,9,5,0,2
324,951,5,0,0,0
325,951,4,1,0,3
326,987,4,0,2,4
327,987,4,1,2,5
328,987,5,4,3,6
329,987,4,2,3,4
330,987,4,0,0,4
331,987,4,0,5,9
332,987,6,4,1,5
333,987,4,0,2,6
334,987,1,0,5,7
335,987,7,0,1,4
336,987,4,0,3,6
337,1024,3,0,2,5
338,1024,5,4,3,4
339,1024,4,2,3,4
340,1024,6,2,2,5
341,1024,5,0,1,6
342,1024,6,2,3,5
343,1024,4,2,0,4
344,1024,6,1,0,4
345,1024,6,2,1,4
346,1024,6,3,5,8
347,1024,5,0,2,5
348,1024,11,8,0,3
349,1060,9,4,4,7
350,1060,5,2,3,7
351,1060,5,1,1,5
352,1060,5,1,6,6
353,1060,7,2,4,4
354,1060,5,0,4,7
355,1060,0,0,5,9
356,1060,3,0,3,7
357,1060,2,0,4,7
358,1060,4,0,2,5
359,1060,2,0,3,11
360,1097,10,6,2,6
361,1097,4,0,0,3
362,1097,4,3,1,4
363,1097,6,2,3,5
364,1097,5,4,6,10
365,1097,3,0,3,6
366,1097,0,0,3,8
367,1097,5,1,7,9
368,1097,3,0,1,3
369,1097,7,3,2,5
370,1097,6,3,0,0
371,1097,10,4,0,3
372,1133,5,3,3,8
373,1133,5,2,2,4
374,1133,5,0,2,4
375,1133,5,3,1,6
376,1133,7,2,4,8
377,1133,7,4,0,3
378,1133,4,0,4,7
379,1133,3,2,3,5
380,1133,0,0,3,6
381,1133,8,4,3,6
382,1133,1,0,4,6
383,1170,4,0,0,5
384,1170,6,0,1,6
385,1170,4,0,4,7
386,1170,4,1,2,3
387,1170,4,1,3,6
388,1170,4,1,3,9
389,1170,1,0,4,6
390,1170,8,4,3,7
391,1170,9,4,0,2
392,1170,5,3,3,4
393,1170,6,3,5,6
394,1170,5,1,0,3
395,1205,4,0,1,4
396,1205,4,4,4,5
397,1205,6,2,3,4
398,1205,6,1,1,6
399,1205,6,2,0,4
400,1205,5,0,0,4
401,1205,8,6,1,4
402,1205,2,0,3,4
403,1205,4,0,0,1
404,1205,4,0,0,4
405,1205,4,0,4,9
406,1243,6,2,2,5
407,1243,7,3,2,3
408,1243,3,0,1,4
409,1243,5,0,3,3
410,1243,6,3,1,3
411,1243,8,3,2,4
412,1243,8,6,3,6
413,1243,4,0,4,7
414,1243,6,0,3,5
415,1243,6,1,3,7
416,1243,6,4,0,3
417,1243,5,3,0,4
418,1278,8,4,4,5
419,1278,5,0,2,5
420,1278,6,1,1,3
421,1278,5,4,4,4
422,1278,4,2,4,6
423,1278,8,4,0,3
424,1278,2,0,3,5
425,1278,10,7,0,2
426,1278,6,1,3,6
427,1278,4,3,1,6
428,1278,5,3,0,5
429,1314,6,4,2,5
430,1314,4,1,0,5
431,1314,4,2,3,6
432,1314,4,0,2,4
433,1314,4,3,3,6
434,1314,4,2,2,7
435,1314,9,3,0,2
436,1314,4,0,0,5
437,1314,4,0,1,6
438,1314,4,0,0,4
439,1314,4,0,1,4
440,1351,6,3,0,3
441,1351,8,3,1,5
442,1351,4,0,1,4
443,1351,8,3,3,4
444,1351,4,3,0,3
445,1351,6,4,1,4
446,1351,10,4,0,2
447,1351,10,6,2,3
448,1351,10,7,2,4
449,1351,2,0,0,4
450,1351,3,1,0,4
451,1351,7,5,4,6
452,1389,3,0,1,4
453,1389,5,0,0,4
454,1389,6,1,4,5
455,1389,6,4,0,2
456,1389,4,2,2,5
457,1389,6,2,1,4
458,1389,5,2,0,4
459,1389,3,1,0,5
460,1389,3,0,5,6
461,1389,6,3,3,9
462,1389,0,0,4,7
463,1389,4,0,6,10
464,1424,5,2,0,3
465,1424,5,3,3,5
466,1424,5,3,0,3
467,1424,7,1,1,4
468,1424,5,2,1,4
469,1424,5,4,0,3
470,1424,1,0,1,4
471,1424,4,0,0,0
472,1424,6,4,2,4
473,1424,1,0,0,3
474,1424,4,0,0,4
475,1461,4,0,2,4
476,1461,5,2,2,4
477,1461,4,1,0,4
478,1461,5,1,0,3
479,1461,6,0,2,5
480,1461,6,1,6,8
481,1461,4,2,3,4
482,1461,3,0,3,6
483,1461,3,2,1,6
484,1461,3,0,0,3
485,1461,4,3,1,4
486,1461,7,4,0,4
487,1497,6,3,1,4
488,1497,3,0,2,4
489,1497,5,4,1,4
490,1497,5,1,0,4
491,1497,4,0,5,9
492,1497,4,0,3,6
493,1497,4,0,7,11
494,1497,7,3,1,5
495,1497,8,3,3,8
496,1497,4,1,5,8
497,1497,3,0,4,7
498,1532,3,0,0,4
499,1532,4,1,1,4
500,1532,4,1,2,5
501,1532,4,2,2,2
502,1532,6,5,0,3
503,1532,4,0,0,0
504,1532,5,1,4,11
505,1532,1,0,4,6
506,1532,8,4,0,5
507,1532,1,0,0,0
508,1532,3,0,3,4
509,1570,6,4,0,2
510,1570,6,2,3,7
511,1570,5,3,3,4
512,1570,5,3,1,7
513,1570,6,2,0,4
514,1570,4,0,2,6
515,1570,7,3,0,3
516,1570,7,4,0,4
517,1570,4,0,0,2
518,1570,2,0,2,4
519,1570,3,0,0,3
520,1570,7,4,4,4
521,1608,3,0,4,7
522,1608,6,1,4,4
523,1608,6,3,0,4
524,1608,4,3,3,7
525,1608,3,1,1,4
526,1608,5,0,4,10
527,1608,3,0,0,4
528,1608,3,0,6,10
529,1608,2,0,0,4
530,1608,2,0,0,3
531,1608,5,1,2,5
532,1608,4,0,1,4
533,1645,5,2,6,7
534,1645,4,0,1,6
535,1645,4,0,2,5
536,1645,4,0,2,4
537,1645,4,1,0,4
538,1645,5,2,3,6
539,1645,9,5,3,5
540,1645,3,1,4,7
541,1645,5,3,4,5
542,1645,4,1,4,7
543,1645,8,3,0,2
544,1645,5,1,0,3
545,1681,4,1,4,7
546,1681,4,1,0,5
547,1681,4,3,2,2
548,1681,4,3,4,6
549,1681,6,2,4,10
550,1681,6,1,4,4
551,1681,4,0,2,4
552,1681,8,4,2,5
553,1681,1,0,1,4
554,1681,5,3,0,5
555,1681,5,3,4,8
556,1716,4,0,0,2
557,1716,4,2,3,7
558,1716,4,0,1,4
559,1716,5,1,0,3
560,1716,4,1,1,3
561,1716,5,3,0,4
562,1716,5,0,0,1
563,1716,3,0,4,6
564,1716,7,6,6,11
565,1716,10,7,0,0
566,1716,4,4,3,6
567,1753,1,0,2,7
568,1753,7,2,2,5
569,1753,5,3,2,5
570,1753,4,0,4,4
571,1753,6,3,1,4
572,1753,3,0,1,4
573,1753,1,0,4,7
574,1753,5,1,2,2
575,1753,5,3,4,6
576,1753,4,0,3,6
577,1753,7,5,3,4
578,1753,6,1,1,3
579,1791,5,2,0,2
580,1791,5,2,2,4
581,1791,4,0,4,7
582,1791,6,3,2,4
583,1791,6,3,2,4
584,1791,4,4,3,5
585,1791,10,7,4,8
586,1791,5,1,5,9
587,1791,5,0,0,4
588,1791,7,4,3,5
589,1791,6,3,0,1
590,1791,4,1,0,4
591,1829,6,3,4,6
592,1829,3,1,1,3
593,1829,5,3,3,5
594,1829,5,3,0,5
595,1829,2,0,1,5
596,1829,4,0,10,13
597,1829,8,3,0,2
598,1829,5,2,2,4
599,1829,4,0,1,4
600,1829,7,3,0,4
601,1829,6,2,3,4
602,1829,6,4,3,5
603,1865,4,4,0,4
604,1865,4,1,2,5
605,1865,3,3,2,5
606,1865,4,3,4,6
607,1865,3,2,0,3
608,1865,6,1,4,6
609,1865,4,1,2,6
610,1865,7,4,3,5
611,1865,9,5,3,7
612,1865,7,3,1,4
613,1865,6,3,4,8
614,1902,4,0,0,1
615,1902,4,1,3,6
616,1902,5,1,2,5
617,1902,8,3,2,7
618,1902,8,3,0,4
619,1902,4,1,6,9
620,1902,4,0,4,7
621,1902,7,4,0,1
622,1902,10,11,0,0
623,1902,2,0,2,5
624,1902,9,3,0,2
625,1902,5,2,2,6
626,1943,5,3,0,5
627,1943,5,0,3,5
628,1943,6,0,3,7
629,1943,6,2,2,5
630,1943,6,2,5,7
631,1943,6,1,0,4
632,1943,4,0,0,2
633,1943,10,6,2,3
634,1943,4,0,5,9
635,1943,5,1,4,5
636,1943,5,3,1,3
637,1943,7,2,3,6
638,1943,5,2,4,7
639,1981,4,0,2,8
640,1981,6,1,3,6
641,1981,6,2,3,7
642,1981,3,0,0,6
643,1981,4,2,1,7
644,1981,4,2,5,6
645,1981,8,4,0,3
646,1981,4,2,2,6
647,1981,7,3,1,5
648,1981,2,0,3,5
649,1981,3,1,0,1
650,1981,6,3,0,2
651,2016,5,2,1,4
652,2016,4,4,3,3
653,2016,5,0,2,4
654,2016,7,3,2,8
655,2016,4,0,0,2
656,2016,8,6,3,6
657,2016,8,4,0,0
658,2016,6,4,0,4
659,2016,4,0,3,6
660,2016,3,0,1,4
661,2016,6,3,0,2
662,2054,6,4,0,4
663,2054,4,2,0,5
664,2054,7,3,0,5
665,2054,5,0,2,4
666,2054,4,1,5,5
667,2054,4,1,0,4
668,2054,2,0,2,5
669,2054,5,3,1,4
670,2054,8,3,0,5
671,2054,3,0,3,3
672,2054,5,1,6,11
673,2054,9,5,1,5
674,2093,7,5,0,4
675,2093,6,1,0,4
676,2093,5,3,0,4
677,2093,5,2,3,4
678,2093,6,1,3,4
679,2093,4,0,9,10
680,2093,4,0,2,3
681,2093,2,0,0,3
682,2093,1,0,4,10
683,2093,9,5,2,4
684,2093,3,0,4,9
685,2093,6,4,2,5
686,2130,5,0,1,4
687,2130,6,2,2,7
688,2130,5,0,2,7
689,2130,5,1,1,6
690,2130,6,2,3,5
691,2130,5,2,0,4
692,2130,6,3,1,4
693,2130,3,0,4,5
694,2130,4,0,4,6
695,2130,0,0,0,0
696,2130,4,1,5,7
697,2130,2,0,5,6
698,2166,1,4,1,4
699,2166,6,0,4,7
700,2166,6,0,4,7
701,2166,4,2,3,5
702,2166,6,4,4,5
703,2166,6,4,0,3
704,2166,3,0,2,4
705,2166,9,5,3,5
706,2166,8,2,0,5
707,2166,3,1,0,4
708,2166,5,3,0,3
709,2203,5,2,2,6
710,2203,4,2,0,5
711,2203,5,2,0,5
712,2203,6,3,3,6
713,2203,9,4,3,7
714,2203,4,2,0,2
715,2203,5,0,4,8
716,2203,7,4,3,4
717,2203,4,1,0,2
718,2203,10,5,1,6
719,2203,6,0,0,3
720,2203,9,1,4,7
721,2238,4,3,3,5
722,2238,7,1,3,5
723,2238,5,0,1,4
724,2238,5,2,3,5
725,2238,4,0,2,6
726,2238,6,1,1,6
727,2238,10,5,5,7
728,2238,1,0,4,7
729,2238,2,0,2,6
730,2238,1,0,0,3
731,2238,5,0,5,7
732,2276,4,2,3,6
733,2276,6,4,0,4
734,2276,9,6,1,4
735,2276,4,0,3,4
736,2276,6,2,0,2
737,2276,6,3,4,7
738,2276,6,1,2,4
739,2276,5,0,0,3
740,2276,7,3,2,4
741,2276,5,3,0,4
742,2276,4,0,3,6
743,2276,11,7,0,2
744,2317,9,5,1,4
745,2317,7,2,5,8
746,2317,4,0,1,5
747,2317,3,0,0,3
748,2317,5,3,0,2
749,2317,6,5,3,3
750,2317,5,2,0,4
751,2317,7,1,0,4
752,2317,10,4,0,3
753,2317,5,2,0,0
754,2317,6,4,3,8
755,2317,5,1,0,3
756,2317,4,1,3,7
757,2352,4,1,0,3
758,2352,4,0,3,6
759,2352,7,3,1,4
760,2352,3,1,0,4
761,2352,7,1,4,7
762,2352,7,4,4,11
763,2352,3,0,2,5
764,2352,3,0,6,7
765,2352,11,5,1,3
766,2352,8,2,0,2
767,2352,6,3,1,2
768,2415,3,0,0,4
769,2415,6,4,2,5
770,2415,7,3,0,5
771,2415,8,3,0,4
772,2415,6,3,3,7
773,2415,7,3,0,3
774,2415,3,0,3,5
775,2415,3,0,4,3
776,2415,4,3,0,2
777,2415,3,0,5,7
778,2415,3,1,4,10
779,2415,6,4,3,4
780,2415,7,1,0,6
781,2415,4,3,2,6
782,2415,4,0,0,4
783,2415,8,4,3,4
784,2415,7,1,5,7
785,2415,6,2,2,6
786,2415,0,0,2,5
787,2415,7,3,0,4
788,2482,4,1,3,7
789,2482,5,2,2,4
790,2482,6,2,2,4
791,2482,4,1,1,3
792,2482,6,0,0,4
793,2482,5,2,0,3
794,2482,5,2,4,7
795,2482,7,4,0,3
796,2482,4,0,3,6
797,2482,10,4,0,2
798,2482,2,0,2,5
799,2482,4,1,3,5
800,2482,3,0,3,6
801,2482,7,2,3,4
802,2482,6,2,0,4
803,2482,10,7,4,6
804,2482,3,0,0,4
805,2482,5,1,0,4
806,2482,4,2,0,3
807,2482,8,4,1,4
808,2482,4,3,3,4
809,2520,3,2,4,7
810,2520,4,2,3,5
811,2520,5,2,3,3
812,2520,4,2,0,4
813,2520,4,1,3,6
814,2520,7,5,1,4
815,2520,4,0,4,7
816,2520,4,1,6,11
817,2520,3,0,3,6
818,2520,5,0,1,4
819,2520,8,3,0,3
820,2520,9,4,0,2
821,2558,4,2,3,7
822,2558,5,2,2,4
823,2558,4,1,3,5
824,2558,5,1,3,4
825,2558,7,3,1,5
826,2558,8,4,0,4
827,2558,7,5,3,7
828,2558,6,3,1,4
829,2558,5,1,1,3
830,2558,10,7,3,5
831,2558,9,4,0,0
832,2558,4,0,0,1
833,2596,4,0,4,6
834,2596,4,4,3,6
835,2596,5,2,1,6
836,2596,5,3,3,4
837,2596,6,3,4,5
838,2596,5,0,4,8
839,2596,8,4,0,4
840,2596,4,0,0,4
841,2596,9,6,0,2
842,2596,2,0,5,6
843,2596,10,6,0,6
844,2596,3,0,3,6
845,2631,7,1,2,4
846,2631,6,2,0,5
847,2631,6,5,1,4
848,2631,4,1,3,5
849,2631,5,3,2,4
850,2631,5,2,2,5
851,2631,5,2,1,2
852,2631,10,6,0,2
853,2631,3,0,1,4
854,2631,6,4,1,4
855,2631,6,4,0,6
856,2669,4,0,4,7
857,2669,8,4,2,5
858,2669,4,1,0,4
859,2669,5,1,2,7
860,2669,4,2,0,4
861,2669,8,3,5,7
862,2669,9,3,0,3
863,2669,4,0,1,3
864,2669,9,4,1,6
865,2669,7,3,0,3
866,2669,7,3,0,0
867,2669,5,3,1,5
868,2704,6,5,4,6
869,2704,5,0,1,5
870,2704,5,0,1,5
871,2704,4,1,4,7
872,2704,6,3,5,7
873,2704,8,4,2,5
874,2704,5,0,4,7
875,2704,7,4,4,6
876,2704,4,0,0,4
877,2704,5,3,7,9
878,2704,3,0,5,9
879,2739,3,0,4,5
880,2739,4,1,1,5
881,2739,5,2,3,6
882,2739,5,3,0,4
883,2739,4,1,4,9
884,2739,4,0,3,8
885,2739,4,0,5,5
886,2739,4,2,5,11
887,2739,1,0,4,9
888,2739,5,2,3,6
889,2739,3,0,6,6
890,2776,7,7,7,10
891,2776,6,3,1,4
892,2776,4,1,1,6
893,2776,6,2,1,4
894,2776,5,1,1,4
895,2776,4,0,8,9
896,2776,5,1,0,1
897,2776,4,0,4,8
898,2776,4,0,5,9
899,2776,4,0,1,5
900,2776,7,3,0,3
901,2776,4,2,0,2
902,2812,7,3,3,4
903,2812,5,4,1,6
904,2812,4,2,3,8
905,2812,6,4,3,4
906,2812,4,1,0,1
907,2812,7,3,3,5
908,2812,10,6,3,5
909,2812,4,0,5,7
910,2812,7,3,0,3
911,2812,6,3,2,4
912,2812,3,0,2,8
913,2849,4,1,0,3
914,2849,4,2,0,4
915,2849,5,1,0,3
916,2849,5,1,2,3
917,2849,5,2,2,4
918,2849,2,0,0,0
919,2849,3,0,3,6
920,2849,6,0,5,6
921,2849,6,2,2,3
922,2849,5,1,3,7
923,2849,8,4,1,1
924,2849,6,2,4,8
925,2884,7,4,0,4
926,2884,6,2,4,7
927,2884,5,3,3,4
928,2884,6,1,0,5
929,2884,4,1,3,7
930,2884,4,0,3,8
931,2884,2,0,4,6
932,2884,7,2,0,3
933,2884,6,4,2,4
934,2884,4,1,1,4
935,2884,4,1,2,5
936,2922,3,1,1,4
937,2922,5,4,1,4
938,2922,5,3,3,6
939,2922,5,4,3,4
940,2922,4,0,3,4
941,2922,4,0,0,4
942,2922,2,0,8,9
943,2922,6,2,2,6
944,2922,4,0,4,6
945,2922,6,2,1,5
946,2922,3,0,4,5
947,2922,3,0,4,7
948,2957,5,3,3,3
949,2957,7,2,0,4
950,2957,6,3,2,5
951,2957,5,1,0,5
952,2957,7,3,0,3
953,2957,3,2,0,1
954,2957,11,5,1,4
955,2957,7,1,4,8
956,2957,1,0,0,0
957,2957,3,0,1,5
958,2957,4,1,4,8
959,2992,3,2,3,4
960,2992,5,0,0,3
961,2992,6,3,3,7
962,2992,4,2,3,4
963,2992,5,3,5,8
964,2992,4,0,4,4
965,2992,4,1,0,2
966,2992,8,6,0,4
967,2992,2,0,0,5
968,2992,7,3,4,7
969,2992,7,0,4,6
970,3030,7,2,0,3
971,3030,6,3,1,4
972,3030,5,1,1,5
973,3030,5,2,2,5
974,3030,5,1,2,5
975,3030,4,0,0,3
976,3030,9,4,0,3
977,3030,7,2,0,0
978,3030,10,6,0,4
979,3030,4,0,1,5
980,3030,7,3,0,4
981,3030,4,2,0,1
982,3065,5,2,0,4
983,3065,5,1,1,5
984,3065,6,1,3,5
985,3065,4,2,1,5
986,3065,8,3,3,4
987,3065,4,0,0,3
988,3065,4,2,3,4
989,3065,8,4,0,5
990,3065,3,0,3,6
991,3065,4,1,4,6
992,3065,6,4,0,2
993,3103,4,2,3,7
994,3103,3,1,1,7
995,3103,4,1,2,5
996,3103,3,0,0,5
997,3103,4,2,3,6
998,3103,5,1,1,4
999,3103,8,3,0,4
1000,3103,5,1,0,2
1001,3103,7,3,0,4
1002,3103,6,3,4,8
1003,3103,4,0,4,9
1004,3103,1,0,2,3
1005,3141,3,3,0,5
1006,3141,5,3,3,6
1007,3141,5,1,1,3
1008,3141,5,1,2,4
1009,3141,5,2,0,2
1010,3141,6,3,1,4
1011,3141,9,5,0,4
1012,3141,7,4,2,5
1013,3141,4,0,4,8
1014,3141,5,4,0,2
1015,3141,8,5,0,1
1016,3141,5,3,0,4
1017,3176,6,4,1,6
1018,3176,5,0,2,6
1019,3176,6,4,4,5
1020,3176,6,3,2,5
1021,3176,4,0,4,10
1022,3176,3,1,1,3
1023,3176,5,1,0,4
1024,3176,6,3,5,7
1025,3176,3,0,2,5
1026,3176,6,1,0,3
1027,3176,7,3,2,5
1028,3213,7,4,0,3
1029,3213,7,3,2,5
1030,3213,5,2,2,5
1031,3213,4,0,3,5
1032,3213,4,1,1,5
1033,3213,7,4,0,3
1034,3213,9,6,4,9
1035,3213,6,2,1,4
1036,3213,4,0,4,10
1037,3213,3,0,4,7
1038,3213,3,0,3,5
1039,3213,5,2,2,4
1040,3251,5,0,2,3
1041,3251,7,3,2,4
1042,3251,4,4,2,6
1043,3251,4,4,3,7
1044,3251,4,3,2,4
1045,3251,6,2,0,3
1046,3251,3,0,6,9
1047,3251,4,4,0,4
1048,3251,3,0,1,5
1049,3251,7,1,6,8
1050,3251,5,0,4,5
1051,3251,8,3,3,8
1052,3287,4,2,5,7
1053,3287,4,2,1,4
1054,3287,8,4,4,6
1055,3287,6,0,1,3
1056,3287,8,4,3,4
1057,3287,3,2,5,8
1058,3287,11,6,5,9
1059,3287,1,0,3,5
1060,3287,0,0,6,9
1061,3287,7,5,3,3
1062,3287,4,1,2,9
1063,3324,3,0,3,8
1064,3324,5,0,1,4
1065,3324,4,1,3,4
1066,3324,3,1,2,7
1067,3324,4,0,1,4
1068,3324,2,1,0,1
1069,3324,7,4,1,5
1070,3324,7,3,4,8
1071,3324,8,5,0,6
1072,3324,6,1,0,0
1073,3324,4,0,1,4
1074,3324,10,3,0,4
1075,3360,9,4,0,3
1076,3360,4,1,4,5
1077,3360,6,1,0,4
1078,3360,7,2,2,4
1079,3360,6,3,0,3
1080,3360,6,2,1,4
1081,3360,3,0,0,0
1082,3360,7,4,0,2
1083,3360,4,2,3,5
1084,3360,4,1,0,4
1085,3360,7,2,2,5
1086,3397,3,0,3,5
1087,3397,6,2,4,7
1088,3397,6,2,0,5
1089,3397,4,2,2,4
1090,3397,6,2,2,5
1091,3397,6,0,0,2
1092,3397,4,0,3,6
1093,3397,5,2,0,3
